time,accSmooth[0],accSmooth[1],accSmooth[2],gyroADC[0],gyroADC[1],gyroADC[2]
0.98,8.539403679,-3.630252354,3.754713999,33.28276237,324.5887617,24.08904534
0.981,8.532579439,-3.617392639,3.777913734,34.2191808,324.7949872,20.57511388
0.982,8.525737685,-3.604464241,3.801012416,35.15989791,324.9560921,17.0642193
0.983,8.518879029,-3.591467657,3.824009693,36.10477311,325.0721798,13.55689675
0.984,8.512004082,-3.578403386,3.84690522,37.05366398,325.1433608,10.05367778
0.985,8.505113454,-3.565271924,3.869698657,38.00642628,325.1697529,6.555090321
0.986,8.498207757,-3.552073771,3.892389673,38.96291406,325.1514811,3.061658581
0.987,8.491287603,-3.538809421,3.914977941,39.92297963,325.0886773,-0.426097063
0.988,8.4843536,-3.525479373,3.93746314,40.88647367,324.9814802,-3.907660123
0.989,8.477406361,-3.512084123,3.959844958,41.85324524,324.8300357,-7.382518092
0.99,8.470446495,-3.498624167,3.982123085,42.82314181,324.6344962,-10.85016251
0.991,8.463474612,-3.4851,4.004297221,43.79600938,324.3950208,-14.31008907
0.992,8.456491322,-3.471512117,4.026367071,44.77169243,324.1117754,-17.76179764
0.993,8.449497233,-3.457861014,4.048332344,45.75003404,323.7849322,-21.20479239
0.994,8.442492954,-3.444147183,4.070192758,46.73087591,323.4146699,-24.63858183
0.995,8.435479092,-3.430371119,4.091948035,47.71405839,323.0011738,-28.06267887
0.996,8.428456256,-3.416533314,4.113597904,48.69942056,322.544635,-31.47660094
0.997,8.42142505,-3.402634259,4.1351421,49.68680025,322.0452512,-34.87986997
0.998,8.414386081,-3.388674446,4.156580363,50.67603413,321.5032259,-38.27201253
0.999,8.407339954,-3.374654365,4.177912439,51.66695768,320.9187687,-41.65255984
1,8.400287272,-3.360574505,4.199138081,52.65940534,320.2920951,-45.02104785
